,count,mean,std,min,25%,50%,75%,max
285,4.0,2.5999999999999996,3.766519171153475,0.2,0.5,1.0,3.0999999999999996,8.2
286,4.0,5.525,1.654035469188413,3.3,5.1,5.75,6.175,7.3
287,4.0,3.775,3.8586482952799237,0.2,1.4749999999999999,2.9,5.199999999999999,9.1
288,4.0,4.7,2.5638512697372544,2.2,3.25,4.2,5.6499999999999995,8.2
289,4.0,2.8499999999999996,4.206740622699082,0.0,0.675,1.15,3.3249999999999997,9.1
290,4.0,3.075,4.635640912178883,0.2,0.7250000000000001,1.05,3.4000000000000004,10.0
291,4.0,2.575,1.35,1.5,1.725,2.15,3.0,4.5
292,4.0,2.8499999999999996,1.933045955653064,1.1,1.625,2.4,3.625,5.5
293,4.0,3.675,3.6863486903257896,0.9,1.8,2.35,4.225,9.1
294,4.0,6.1,3.001110905425967,2.0,5.074999999999999,6.65,7.675,9.1
295,4.0,2.925,1.05,1.8,2.25,2.8499999999999996,3.525,4.2
296,4.0,3.35,4.4410959608336915,0.9,0.975,1.25,3.625,10.0
297,4.0,4.925,3.4315934102590493,0.7,3.775,4.949999999999999,6.1,9.1
298,4.0,2.6999999999999997,1.5121728296285006,0.7,1.9749999999999999,3.0,3.725,4.1
299,4.0,1.875,1.20381338531629,0.2,1.4,2.25,2.725,2.8
300,4.0,3.125,4.625563028792639,0.0,0.75,1.25,3.625,10.0
301,4.0,4.05,3.64828726939094,0.4,2.425,3.35,4.975,9.1
302,4.0,3.675,3.680919269240588,0.9,1.9499999999999997,2.3499999999999996,4.074999999999999,9.1
303,4.0,4.824999999999999,3.5017852589786256,0.9,2.6999999999999997,4.699999999999999,6.824999999999999,9.0
304,4.0,4.175,2.4240118261537695,1.5,2.925,3.95,5.2,7.3
305,4.0,4.324999999999999,3.6536511418944566,0.2,2.975,4.0,5.35,9.1
306,4.0,2.975,4.683570575248475,0.6,0.6,0.6499999999999999,3.0250000000000004,10.0
307,4.0,3.975,3.09017259496402,1.1,2.075,3.3,5.2,8.2
308,4.0,3.325,1.6660832312142553,0.9,3.0749999999999997,3.8499999999999996,4.1,4.7
309,4.0,3.425,2.595348403072954,1.8,2.1,2.3,3.625,7.3
310,4.0,5.2,3.2197308376115337,3.1,3.625,3.8499999999999996,5.425,10.0
311,4.0,4.2,3.1272991542223783,0.9,1.875,4.300000000000001,6.625,7.3
312,4.0,1.2750000000000001,0.8883505314157619,0.2,0.7250000000000001,1.4,1.95,2.1
313,4.0,3.15,4.60832579866774,0.0,0.8999999999999999,1.2999999999999998,3.55,10.0
314,4.0,5.875,2.5157835094989127,3.6,3.75,5.85,7.975,8.2
315,4.0,2.65,3.7009007912488903,0.7,0.775,0.8500000000000001,2.7249999999999996,8.2
316,4.0,3.775,2.9646528745650245,2.0,2.1500000000000004,2.45,4.075,8.2
317,4.0,2.825,2.6562818625539975,0.0,1.6500000000000001,2.45,3.625,6.4
318,4.0,5.325,2.045116133621756,2.4,4.725,5.95,6.550000000000001,7.0
319,4.0,4.325,2.087063327580966,1.5,3.5250000000000004,4.7,5.5,6.4
320,4.0,1.9500000000000002,1.047218538160334,0.9,1.2,1.85,2.6,3.2
321,4.0,3.75,1.885912687975418,1.1,3.2,4.2,4.75,5.5
322,4.0,2.85,2.4020824298928627,1.2,1.5,1.9000000000000001,3.25,6.4
323,4.0,5.975,2.9352739792621287,3.1,4.375,5.4,7.0,10.0
324,4.0,3.1,1.8708286933869707,0.9,1.875,3.35,4.575,4.8
325,4.0,3.575,1.6111590031195968,1.6,2.875,3.5999999999999996,4.3,5.5
326,4.0,2.9,3.554340070017686,0.6,1.125,1.4,3.175,8.2
327,4.0,2.5,1.47648230602334,0.9,1.425,2.6,3.675,3.9
328,4.0,3.575,1.3475286020464774,2.4,2.85,3.2,3.925,5.5
329,4.0,5.85,1.8947295321496416,3.6,5.025,5.8,6.625,8.2
330,4.0,3.4499999999999997,3.926406329796582,0.0,1.7249999999999999,2.3499999999999996,4.074999999999999,9.1
331,4.0,4.175000000000001,1.5392097539538485,2.9,3.35,3.7,4.525,6.4
332,4.0,3.05,3.5265658460698934,0.2,1.4,1.9,3.55,8.2
333,4.0,3.1999999999999997,3.3396606614045883,1.3,1.45,1.65,3.4,8.2
334,4.0,3.625,2.6725456029785533,0.9,2.475,3.15,4.3,7.3
335,4.0,2.85,2.4691429012243638,0.9,1.35,2.05,3.5500000000000003,6.4
336,4.0,5.05,2.901149197588201,1.6,3.325,5.2,6.925,8.2
337,4.0,3.5999999999999996,3.0886890422960995,1.6,1.975,2.3,3.925,8.2
338,4.0,3.6500000000000004,2.5540817005987364,1.3,1.675,3.3,5.275,6.7
339,4.0,5.075,1.6235249715767641,3.6,4.05,4.7,5.725,7.3
340,4.0,4.225,2.964652874565025,0.4,2.8,4.6,6.0249999999999995,7.3
341,4.0,5.15,2.676440422152776,3.4,3.55,4.05,5.65,9.1
342,4.0,3.8749999999999996,2.8975564417856177,2.1,2.325,2.5999999999999996,4.1499999999999995,8.2
343,4.0,4.175,3.4364468083569495,1.1,2.6750000000000003,3.25,4.75,9.1
344,4.0,3.4,4.406812907306141,0.9,1.125,1.35,3.625,10.0
345,4.0,2.525,1.5628499608087782,0.9,1.35,2.55,3.725,4.1
346,4.0,2.825,4.793311311956832,0.0,0.44999999999999996,0.6499999999999999,3.0250000000000004,10.0
347,4.0,4.8,2.545584412271571,2.4,3.15,4.3,5.95,8.2
348,4.0,2.8499999999999996,4.17492514902962,0.4,0.775,0.95,3.025,9.1
349,4.0,3.675,3.0793668180325637,1.3,2.2,2.6,4.075,8.2
350,4.0,3.8,3.34165627596057,0.5,1.7000000000000002,3.25,5.35,8.2
351,4.0,3.75,0.7325753658611971,2.9,3.275,3.8,4.275,4.5
352,4.0,5.9,1.6370705543744895,4.4,5.0,5.5,6.3999999999999995,8.2
353,4.0,3.3,2.186321110907545,1.3,2.2,2.75,3.85,6.4
354,4.0,2.825,2.1013884299037464,0.4,1.9,2.7,3.625,5.5
355,4.0,3.7,2.6620793877468545,0.9,1.725,3.75,5.725,6.4
356,4.0,3.925,3.6591210237797087,1.1,1.475,2.75,5.199999999999999,9.1
357,4.0,2.05,2.411776661854631,0.2,0.5,1.25,2.8,5.5
358,4.0,4.025,4.076252363793651,0.9,1.875,2.6,4.75,10.0
359,4.0,3.3499999999999996,2.7826845551253796,0.9,1.8,2.6,4.15,7.3
360,4.0,4.125,3.756217068629909,0.2,2.075,3.6,5.65,9.1
361,4.0,3.5250000000000004,1.8518009252256753,1.1,2.75,3.75,4.525,5.5
362,4.0,4.95,1.6299284237863534,3.8,3.875,4.35,5.425,7.3
363,4.0,3.35,3.9314967463634845,0.2,1.55,2.05,3.85,9.1
364,4.0,3.6,2.6956755492207636,0.9,2.25,3.1,4.45,7.3
365,4.0,2.425,3.2663690340600935,0.4,0.7000000000000001,1.0,2.7249999999999996,7.3
366,4.0,4.55,3.0664855018951793,0.7,3.55,4.65,5.6499999999999995,8.2
367,4.0,5.175,3.5103418636936206,2.2,2.8,4.25,6.625,10.0
368,4.0,6.075,2.494493936653284,2.5,5.425000000000001,6.800000000000001,7.45,8.2
369,4.0,4.475,3.8099650042137307,1.3,2.575,3.3,5.2,10.0
370,4.0,3.95,1.4433756729740645,2.4,2.925,3.95,4.975,5.5
371,4.0,5.574999999999999,2.6399179280172076,2.7,4.575,5.25,6.25,9.1
372,4.0,3.5999999999999996,3.144307024873154,1.1,2.075,2.55,4.075,8.2
373,4.0,4.875,2.5966324345197562,2.2,3.25,4.55,6.175,8.2
374,4.0,2.65,1.997498435543818,0.9,1.575,2.1,3.175,5.5
375,4.0,1.2750000000000001,0.5560275772537426,0.7,0.85,1.3,1.725,1.8
376,4.0,4.2,1.8384776310850237,2.2,3.025,4.1,5.275,6.4
377,4.0,3.1500000000000004,2.2752289262108696,1.1,2.075,2.55,3.625,6.4
378,4.0,3.175,2.615817271905666,0.0,2.25,3.15,4.075,6.4
379,4.0,3.65,3.6391390923312246,1.6,1.75,1.9500000000000002,3.85,9.1
380,4.0,3.375,2.7439327008268015,0.9,2.175,2.6500000000000004,3.85,7.3
381,4.0,3.45,3.1480152477394387,0.7,0.85,3.0500000000000003,5.65,7.0
382,4.0,4.175,2.686230320231929,2.7,2.775,2.9,4.3,8.2
383,4.0,2.5999999999999996,3.735416085703617,0.6,0.6749999999999999,0.8,2.7249999999999996,8.2
384,4.0,3.0250000000000004,2.280898945591409,1.5,1.725,2.1,3.4,6.4
385,4.0,3.125,2.83357842077234,1.1,1.55,2.05,3.625,7.3
386,4.0,3.775,4.195533339159635,0.9,1.575,2.1,4.3,10.0
387,4.0,2.9,2.9439202887759492,1.1,1.4,1.6,3.0999999999999996,7.3
388,4.0,3.4499999999999997,3.183813227352802,1.5,1.725,2.05,3.7749999999999995,8.2
389,4.0,5.775,2.7317576759295465,2.5,4.525,5.75,7.0,9.1
390,4.0,3.775,3.694477861168837,0.7,1.75,2.6500000000000004,4.675,9.1
391,4.0,3.8,4.134408462323641,1.6,1.75,1.8,3.8499999999999996,10.0
392,4.0,4.075,2.251480994071828,1.1,2.975,4.55,5.65,6.1
393,4.0,3.875,4.168432958958718,0.7,1.75,2.4000000000000004,4.525,10.0
394,4.0,3.375,3.260240277443775,1.1,1.625,2.1,3.8499999999999996,8.2
395,4.0,3.45,1.9485036994233977,1.1,2.3000000000000003,3.6,4.75,5.5
396,4.0,3.2,4.584030250045623,0.0,0.8999999999999999,1.4,3.7,10.0
397,4.0,4.25,2.4172987679087856,1.6,2.875,4.05,5.425,7.3
398,4.0,0.2,0.24494897427831783,0.0,0.0,0.15,0.35,0.5
399,4.0,3.15,3.3788558221188816,1.1,1.4,1.65,3.4,8.2
400,4.0,6.4,2.080064101576359,4.4,5.0,6.050000000000001,7.45,9.1
401,4.0,4.5,2.7724838442571067,1.5,3.3,4.15,5.35,8.2
402,4.0,2.7750000000000004,1.0626225419530053,1.3,2.35,3.1,3.525,3.6
403,4.0,2.7,4.873055167619865,0.0,0.15000000000000002,0.4,2.95,10.0
404,4.0,3.825,2.6800186566514794,1.3,1.975,3.35,5.2,7.3
405,4.0,3.25,4.514052133800258,0.5,1.025,1.25,3.4749999999999996,10.0
406,4.0,3.0749999999999997,3.4960692212826676,0.4,1.225,1.85,3.7,8.2
407,4.0,5.65,2.3614967005411347,2.7,4.425,5.85,7.075,8.2
408,4.0,3.3,2.7361773821641506,1.1,2.075,2.4,3.625,7.3
409,4.0,1.625,0.7632168761236875,0.9,1.275,1.45,1.8,2.7
410,4.0,4.675,3.636275567115342,1.8,2.925,3.45,5.2,10.0
411,4.0,3.125,2.8194266556636416,1.1,1.775,2.05,3.4,7.3
412,4.0,3.55,2.420055095791554,0.5,2.675,3.65,4.525,6.4
413,4.0,2.9,3.6239941133138354,0.0,1.2000000000000002,1.7000000000000002,3.4,8.2
414,4.0,2.275,1.6740669042783205,0.9,0.9,1.95,3.325,4.3
415,4.0,5.425000000000001,2.9937434759845405,2.2,3.55,5.2,7.075,9.1
416,4.0,3.25,4.538355061767057,0.4,0.7000000000000001,1.3,3.8499999999999996,10.0
417,4.0,4.199999999999999,2.9017236257093812,1.3,2.8,3.65,5.05,8.2
418,4.0,3.675,2.720753572082558,0.7,2.65,3.3499999999999996,4.375,7.3
419,4.0,1.875,1.8391574157749522,0.0,0.675,1.65,2.85,4.2
420,4.0,3.775,4.26018387709576,0.4,1.6,2.35,4.525,10.0
421,4.0,2.5,4.405299838452165,0.0,0.30000000000000004,0.45,2.65,9.1
422,4.0,6.074999999999999,2.072639219288618,4.4,5.075,5.4,6.4,9.1
423,4.0,4.925,3.4228399514633074,0.9,2.925,5.0,7.0,8.8
424,4.0,4.9,2.9944392908634274,2.2,3.175,4.15,5.875,9.1
425,4.0,3.375,2.729316153666824,1.1,1.85,2.55,4.075,7.3
426,4.0,3.375,2.7072433704169754,1.1,2.075,2.55,3.85,7.3
427,4.0,4.525,2.7932955446926844,0.9,3.15,4.95,6.325,7.3
428,4.0,2.475,1.7404501333467348,0.9,1.2,2.15,3.425,4.7
429,4.0,3.025,3.465424456926837,0.9,1.2,1.5,3.3249999999999997,8.2
430,4.0,6.4,1.914854215512676,4.7,5.3,5.9,7.0,9.1
431,4.0,5.199999999999999,2.960855732160327,2.4,3.225,4.65,6.625,9.1
432,4.0,1.95,1.826654501176034,0.4,0.775,1.45,2.625,4.5
433,4.0,2.725,4.856181627575311,0.0,0.22499999999999998,0.44999999999999996,2.95,10.0
434,4.0,5.475,2.0483733383671376,3.5,4.175000000000001,5.1,6.3999999999999995,8.2
435,4.0,5.325,1.2711543310445566,3.5,5.0,5.7,6.025,6.4
436,4.0,7.25,2.0952326839756963,4.4,6.35,7.75,8.65,9.1
437,4.0,2.8499999999999996,4.201983658543506,0.0,0.8250000000000001,1.15,3.175,9.1
438,4.0,2.775,1.941434177783699,0.9,1.2,2.85,4.425000000000001,4.5
439,4.0,2.5999999999999996,3.742548151549511,0.5,0.575,0.8500000000000001,2.875,8.2
440,4.0,2.825,0.5315072906367325,2.4,2.55,2.6500000000000004,2.9250000000000003,3.6
441,4.0,2.9,4.742010825237187,0.2,0.425,0.7,3.175,10.0
442,4.0,4.075,2.064582282206258,1.5,3.075,4.2,5.2,6.4
443,4.0,3.7,1.7795130420052185,1.3,3.0250000000000004,4.0,4.675000000000001,5.5
444,4.0,3.3249999999999997,3.2530754679226237,1.5,1.725,1.8,3.4,8.2
445,4.0,6.175,2.0271079563424013,3.6,5.1,6.449999999999999,7.5249999999999995,8.2
446,4.0,3.425,2.595348403072954,1.8,2.1,2.3,3.625,7.3
447,4.0,4.6,3.4146742157927745,0.9,2.925,4.2,5.875,9.1
448,4.0,6.375,2.698610753702727,2.4,5.85,7.45,7.975,8.2
449,4.0,4.15,3.4229616805723473,1.3,2.35,3.1,4.9,9.1
450,4.0,3.825,2.0072784228070275,1.5,3.075,3.7,4.45,6.4
451,4.0,4.825,3.3330416539051333,0.7,2.875,5.3,7.25,8.0
452,4.0,3.1750000000000003,2.151549828999242,2.0,2.075,2.1500000000000004,3.25,6.4
453,4.0,3.75,3.6189317024042693,1.1,2.075,2.4,4.074999999999999,9.1
454,4.0,4.0249999999999995,2.50516133878306,0.9,2.6999999999999997,4.25,5.575,6.7
455,4.0,3.125,2.296918225216852,1.3,1.675,2.4,3.85,6.4
456,4.0,1.85,0.89628864398325,0.9,1.2,1.85,2.5,2.8
457,4.0,3.5250000000000004,1.5521490478258415,1.8,2.475,3.5500000000000003,4.6000000000000005,5.2
458,4.0,4.425,3.1340867888429638,2.5,2.7249999999999996,3.05,4.75,9.1
459,4.0,6.225,1.8006943105369104,4.0,5.275,6.35,7.3,8.2
460,4.0,0.125,0.15000000000000002,0.0,0.0,0.1,0.225,0.3
461,4.0,4.449999999999999,1.391641716343207,3.1,3.8499999999999996,4.15,4.75,6.4
462,4.0,2.775,4.246076620442295,0.0,0.6000000000000001,1.0,3.175,9.1
463,4.0,2.875,2.389386253134195,1.3,1.45,1.9,3.325,6.4
464,4.0,1.625,0.6291528696058959,0.9,1.2,1.7000000000000002,2.125,2.2
465,4.0,6.425,1.767059704707229,4.0,5.875,6.75,7.3,8.2
466,4.0,3.0,1.8220867158288598,1.3,1.9000000000000001,2.6,3.7,5.5
467,4.0,6.2250000000000005,1.40089257261219,4.2,5.8500000000000005,6.7,7.075,7.3
468,4.0,3.8749999999999996,1.7075811352124188,1.6,3.1,4.2,4.975,5.5
469,4.0,4.625,3.7384265852539262,1.6,2.4250000000000003,3.45,5.65,10.0
470,4.0,3.75,2.7233557730613653,0.9,2.175,3.4000000000000004,4.975,7.3
471,4.0,2.5999999999999996,4.344344983232033,0.0,0.44999999999999996,0.6499999999999999,2.8,9.1
472,4.0,3.025,3.51982480624628,0.5,1.025,1.7000000000000002,3.7,8.2
473,4.0,3.4,2.0944370763206677,0.9,2.1,3.6,4.9,5.5
474,4.0,2.9,4.74903498969352,0.0,0.5249999999999999,0.8,3.175,10.0
475,4.0,2.875,1.6255768207008858,0.9,2.1,2.9,3.675,4.8
476,4.0,2.4000000000000004,2.0896570691543306,1.1,1.175,1.5,2.725,5.5
477,4.0,2.45,2.757414247684474,0.0,1.125,1.7,3.025,6.4
478,4.0,4.55,3.7527767497325675,1.6,2.4250000000000003,3.3,5.425,10.0
479,4.0,4.25,2.6185237571323783,0.5,3.5,5.05,5.8,6.4
480,4.0,4.575,3.874166577041657,1.1,2.3000000000000003,3.6,5.875,10.0
481,4.0,4.0249999999999995,2.702313823374332,0.9,2.6999999999999997,3.9,5.225,7.4
482,4.0,3.125,2.318584338197197,0.9,1.35,2.9,4.675,5.8
483,4.0,3.225,2.535580144003866,0.2,2.3,3.15,4.075,6.4
484,4.0,1.2750000000000001,0.45,0.9,0.9,1.2,1.575,1.8
485,4.0,6.675000000000001,3.053276928154405,2.5,5.35,7.550000000000001,8.875,9.1
486,4.0,1.625,1.2971121771072847,0.2,0.7250000000000001,1.65,2.55,3.0
487,4.0,4.15,3.9416578576363865,1.5,2.0250000000000004,2.55,4.675,10.0
488,4.0,2.975,4.687838876639569,0.4,0.55,0.75,3.175,10.0
489,4.0,2.825,1.5671098663888672,0.9,1.875,3.1,4.05,4.2
490,4.0,3.0,1.733974240485327,1.5,2.175,2.5,3.325,5.5
491,4.0,2.475,1.4974979131871937,0.9,1.35,2.55,3.675,3.9
492,4.0,3.425,1.454590434910574,2.2,2.575,3.0,3.8499999999999996,5.5
493,4.0,6.275,2.709704780967846,3.5,5.225,5.8,6.85,10.0
494,4.0,3.975,3.7205510344571273,0.4,1.9,3.2,5.275,9.1
495,4.0,5.05,3.024896692450835,2.2,3.1,4.45,6.4,9.1
496,4.0,2.05,0.7505553499465135,1.1,1.625,2.2,2.625,2.7
497,4.0,6.225,2.993743475984541,2.7,5.025,6.1,7.300000000000001,10.0
498,4.0,1.775,0.8460693430998036,0.9,1.2,1.7000000000000002,2.275,2.8
499,4.0,5.6499999999999995,2.6095976701399772,2.2,4.45,6.1,7.3,8.2
500,4.0,4.35,3.624453981866326,0.5,2.375,3.9,5.875,9.1
501,4.0,1.6500000000000001,0.754983443527075,0.9,1.35,1.5,1.8,2.7
502,4.0,4.075,3.991136012048032,1.3,2.125,2.5,4.45,10.0
503,4.0,3.425,3.8998931609297536,0.2,1.625,2.2,4.0,9.1
504,4.0,3.0,4.1239139984566435,0.0,1.0499999999999998,1.45,3.4,9.1
505,4.0,3.575,2.048373338367138,1.5,2.7,3.2,4.075,6.4
506,4.0,3.175,3.4130875562555767,0.7,1.3,1.9,3.7749999999999995,8.2
507,4.0,4.0,2.521904042583698,1.5,2.4000000000000004,3.6,5.2,7.3
508,4.0,3.15,3.4923726414382905,0.2,1.4,2.1,3.8499999999999996,8.2
509,4.0,2.475,1.4863265679744364,0.4,1.9,2.95,3.525,3.6
510,4.0,3.075,0.28722813232690125,2.7,2.925,3.15,3.3,3.3
511,4.0,4.125,2.746361228971891,2.2,2.8,3.05,4.375,8.2
512,4.0,1.925,1.4291605927956452,0.5,0.8,1.95,3.075,3.3
513,4.0,3.5500000000000003,2.1855586623714007,1.1,2.6,3.35,4.3,6.4
514,4.0,0.35000000000000003,0.28867513459481287,0.0,0.22499999999999998,0.35,0.475,0.7
515,4.0,3.7,2.0542638584174138,1.5,2.625,3.45,4.525,6.4
516,4.0,2.925,1.1586630226256467,1.8,2.025,2.85,3.75,4.2
517,4.0,2.7750000000000004,2.463567873363076,0.9,1.575,1.9,3.1,6.4
518,4.0,3.825,1.774589154330282,2.0,2.5250000000000004,3.75,5.05,5.8
519,4.0,4.7749999999999995,2.9859392715414246,0.9,3.225,5.35,6.9,7.5
520,4.0,4.675,1.7895530168173281,3.3,3.75,4.05,4.975,7.3
521,4.0,6.4,2.593581821856921,2.9,5.525,6.800000000000001,7.675,9.1
522,4.0,2.9000000000000004,0.9966610925150702,1.6,2.4250000000000003,3.05,3.525,3.9
523,4.0,2.975,4.687127762998004,0.5,0.5,0.7,3.175,10.0
524,4.0,3.9,2.6620793877468545,0.9,2.25,3.85,5.5,7.0
525,4.0,3.575,4.334647236704121,0.5,1.475,1.9,4.0,10.0
526,4.0,3.8000000000000003,1.988299105600899,1.6,2.875,3.5999999999999996,4.525,6.4
527,4.0,5.725,2.9341381471680346,3.5,4.025,4.7,6.4,10.0
528,4.0,1.3250000000000002,0.6130524719249841,0.9,0.9,1.1,1.5250000000000001,2.2
529,4.0,2.275,1.5283433296656002,1.1,1.4,1.75,2.625,4.5
530,4.0,3.025,2.927313899578702,0.7,1.525,2.05,3.55,7.3
531,4.0,2.975,4.709122352767374,0.0,0.5249999999999999,0.95,3.4000000000000004,10.0
532,4.0,3.5500000000000003,2.1563858652847823,0.9,2.25,3.9,5.199999999999999,5.5
533,4.0,2.225,1.547847968417226,1.2,1.275,1.6,2.55,4.5
534,4.0,2.6,2.5521232990067966,0.9,1.35,1.55,2.8000000000000003,6.4
535,4.0,1.3250000000000002,0.5315072906367324,0.9,0.9,1.2,1.625,2.0
536,4.0,4.75,2.4515301344262523,2.4,3.75,4.2,5.2,8.2
537,4.0,3.75,3.0816662159725645,1.1,2.3000000000000003,2.85,4.3,8.2
538,4.0,4.675,1.8945096111307185,3.1,3.4,4.15,5.425,7.3
539,4.0,1.3250000000000002,0.8098353742170894,0.7,0.85,1.05,1.525,2.5
540,4.0,3.3499999999999996,3.3768821912132694,0.4,1.675,2.4000000000000004,4.075,8.2
541,4.0,3.4499999999999997,3.3311659620419194,0.5,1.7000000000000002,2.55,4.3,8.2
542,4.0,5.425,2.462214450449026,3.9,4.125,4.35,5.65,9.1
543,4.0,4.05,4.180510335672747,0.2,2.3,3.0,4.75,10.0
544,4.0,2.875,4.750701702555809,0.4,0.475,0.55,2.95,10.0
545,4.0,4.2,2.797618034447638,0.5,3.5,4.5,5.2,7.3
546,4.0,4.325,3.5141381114957144,1.1,2.075,3.55,5.8,9.1
547,4.0,4.25,2.7537852736430506,1.8,3.0,3.5,4.75,8.2
548,4.0,3.35,4.436590282337702,0.9,1.125,1.25,3.4749999999999996,10.0
549,4.0,5.025,3.353977737950368,2.7,3.3,3.7,5.425,10.0
550,4.0,4.6,3.4938040395343672,0.7,2.875,4.3,6.025,9.1
551,4.0,3.3249999999999997,1.4637281168304446,1.3,3.0250000000000004,3.6,3.9,4.8
552,4.0,4.875,3.5443617196894563,2.5,2.5,3.5,5.875,10.0
553,4.0,5.1,2.218107301281883,3.4,3.55,4.4,5.95,8.2
554,4.0,3.875,3.5122405004972728,1.6,1.975,2.4000000000000004,4.3,9.1
555,4.0,2.375,1.39134227756269,0.9,1.425,2.3,3.25,4.0
556,4.0,4.2,3.898717737923586,1.6,2.2,2.5999999999999996,4.6,10.0
557,4.0,4.275,2.9981939007787113,0.9,3.15,4.0,5.125,8.2
558,4.0,3.3499999999999996,3.270575892204103,1.1,1.625,2.05,3.7749999999999995,8.2
559,4.0,5.15,2.661453237111885,3.3,3.825,4.1,5.425,9.1
560,4.0,2.925,4.742274419164993,0.0,0.375,0.85,3.4000000000000004,10.0
561,4.0,4.7,2.5495097567963922,2.0,2.825,4.75,6.625,7.3
562,4.0,4.525,2.6132674311418387,1.1,3.4250000000000003,4.85,5.95,7.3
563,4.0,3.7,2.442676128074835,0.5,2.825,3.95,4.825,6.4
564,4.0,4.625,2.043485584322369,1.8,3.825,5.15,5.95,6.4
565,4.0,4.75,2.386769085325739,3.1,3.1750000000000003,3.85,5.425,8.2
